Entry	Gene names  (ordered locus )	Gene names  (primary )	Cross-reference (PDB)
Q02790		FKBP4	1N1A;1P5Q;1Q1C;1QZ2;4DRJ;4LAV;4LAW;4LAX;4LAY;4TW8;
Q96SL8		FIZ1	
Q86VR8		FJX1	
Q9UGQ2		CACFD1	
Q68DA7		FMN1	
Q8IVF7		FMNL3	
P0C7T7		FRMD6-AS1	
P31513		FMO3	
Q06787		FMR1	2BKD;2FMR;2LA5;2QND;4OVA;4QVZ;4QW2;5DE5;5DE8;5DEA;5UWJ;5UWO;
Q8N3X1		FNBP4	
P55317		FOXA1	
Q12947		FOXF2	
P55316		FOXG1	
Q96NZ1		FOXN4	
Q9C009		FOXQ1	
Q6PIV2		FOXR1	
Q6ZQN5		FOXI2	
P98177		FOXO4	1E17;3L2C;
Q16676		FOXD1	
Q2WGJ9		FER1L6	
Q92837		FRAT1	1GNG;3ZRK;3ZRL;3ZRM;4AFJ;5OY4;
O75474		FRAT2	
O95876		WDPCP	
Q68DX3		FRMPD2	
Q14331		FRG1	
Q96QU4		FRG2B	
Q14802		FXYD3	
P27469		G0S2	
Q9H0Q3		FXYD6	
P58549		FXYD7	
Q9BWH2		FUNDC2	
P49356		FNTB	1JCQ;1LD7;1LD8;1MZC;1S63;1SA4;1TN6;2F0Y;2H6F;2H6G;2H6H;2H6I;2IEJ;3E37;
Q8IX07		ZFPM1	2XU7;
Q05932		FPGS	
Q8TBE3		FNDC9	
Q96NB1		FOPNL	
Q9BZS1		FOXP3	3QRF;4WK8;
Q12951		FOXI1	
Q12778		FOXO1	3CO6;3CO7;3COA;4LG0;5DUI;
A8MYZ6		FOXO6	
Q5SYB0		FRMPD1	2EDV;4G2V;
Q6ZNA5		FRRS1	
Q9P0K9		FRRS1L	
O95073		FSBP	
Q9BXM9		FSD1L	
Q9NU39		FOXD4L1	
Q8N1E6		FBXL14	
Q10981		FUT2	
Q7L622		G2E3	
P51116		FXR2	3H8Z;
Q9H6D8		FNDC4	
Q5VTL7		FNDC7	
Q8TC99		FNDC8	
P01100		FOS	1A02;1FOS;1S9K;
P32314		FOXN2	
O75593		FOXH1	5XOC;
P85037		FOXK1	
Q99958		FOXC2	1D5V;
Q9P2B2		PTGFRN	
Q5TBA9		FRY	
Q8WU20		FRS2	1XR0;2MFQ;
Q5CZC0		FSIP2	
Q9UN86		G3BP2	5DRV;
Q9Y231		FUT9	
Q9BQS8		FYCO1	5CX3;5D94;
Q9UKT6		FBXL21P	
Q8NGA4		GPR32P1	
Q9NQR9		G6PC2	
Q9H3Q3		GAL3ST2	
Q96RP7		GAL3ST4	
Q9YNA8		ERVK-19	
Q96DP5		MTFMT	
P36888		FLT3	1RJB;3QS7;3QS9;4RT7;4XUF;5X02;6IL3;
Q5VTH2		CFAP126	
Q9Y2H6		FNDC3A	1WK0;1X3D;1X4X;1X5X;2CRM;2CRZ;
P14207		FOLR2	4KMY;4KMZ;4KN0;4KN1;4KN2;
O60548		FOXD2	
Q13461		FOXE3	
P02794		FTH1	1FHA;2CEI;2CHI;2CIH;2CLU;2CN6;2CN7;2FHA;2IU2;2Z6M;3AJO;3AJP;3AJQ;3ERZ;3ES3;4DYX;4DYY;4DYZ;4DZ0;4OYN;4Y08;4YKH;4ZJK;5CMQ;5CMR;5GN8;5GOU;5JKK;5JKL;5JKM;5N26;5N27;5UP7;5UP8;5UP9;5VTD;5XB1;5YI5;5ZND;6B8F;6B8G;6FTV;
A8MWK0		FADS2P1	
Q96I24		FUBP3	
O60353		FZD6	
Q9UM11		FZR1	4UI9;5L9T;5L9U;
Q9NQZ7		ENTPD7	
Q9NYM4		GPR83	
Q9NWQ4		GPATCH2L	
Q6P179		ERAP2	3SE6;4E36;4JBS;5AB0;5AB2;5CU5;5J6S;5K1V;
P19447		ERCC3	4ERN;5IVW;5IY6;5IY7;5IY8;5IY9;5OF4;
Q92935		EXTL1	
O43909		EXTL3	
Q5T9C2		FAM102A	
Q9BYG8		GSDMC	
Q6UXB0		FAM131A	
Q9NWS6		FAM118A	
Q6UXP7		FAM151B	
Q9BPY3		FAM118B	
P0CG43		FAM157C	
Q6UXU4		GSG1L	
Q86V87		FAM160B2	
P09467		FBP1	1FTA;2FHY;2FIE;2FIX;2JJK;2VT5;2WBB;2WBD;2Y5K;2Y5L;3A29;3KBZ;3KC0;3KC1;4MJO;5LDZ;
Q6P0A1		FAM180B	
Q8N9Y4		FAM181A	
Q8TBP5		FAM174A	
A6NE01		FAM186A	
Q8IXR5		FAM178B	
Q8IYM0		FAM186B	
Q17R55		FAM187B	
Q15884		FAM189A2	
P81408		FAM189B	
Q7Z5A7		FAM19A5	
Q8TCP9		FAM200A	
Q5SY85		FAM201A	
Q9H8W3		FAM204A	
Q63HN1		FAM205BP	
Q8IW50		FAM219A	
Q9NX38		FAM206A	
Q9NSI2		FAM207A	
A6H8Z2		FAM221B	
Q5U5X8		FAM222A	
Q5JX69		FAM209B	
Q6P4D5		FAM122C	
Q8IWN6		FAM223A	
Q96M60		FAM227B	
Q86W67		FAM228A	
P49841		GSK3B	1GNG;1H8F;1I09;1J1B;1J1C;1O6K;1O6L;1O9U;1PYX;1Q3D;1Q3W;1Q41;1Q4L;1Q5K;1R0E;1UV5;2JDO;2JDR;2JLD;2O5K;2OW3;2UW9;2X39;2XH5;3CQU;3CQW;3DU8;3E87;3E88;3E8D;3F7Z;3F88;3GB2;3I4B;3L1S;3M1S;3MV5;3OW4;3PUP;3Q3B;3QKK;3SAY;3SD0;3ZDI;3ZRK;3ZRL;3ZRM;4ACC;4ACD;4ACG;4ACH;4AFJ;4B7T;4DIT;4EKK;4IQ6;4J1R;4J71;4NM0;4NM3;4NM5;4NM7;4PTC;4PTE;4PTG;5F94;5F95;5HLN;5HLP;5K5N;5KPK;5KPL;5KPM;5OY4;5T31;6B8J;6BUU;6C0I;6GN1;
Q6NXP2		FAM71F2	
Q658T7		FAM90A2P	
A8MXJ8		FAM90A5P	
A6NKC0		FAM90A7P	
A6NJQ4		FAM90A8P	
A6NNJ1		FAM90A9P	
A6NL05		FAM74A7	
A6NE21	; 	FAM90A18P; FAM90A19P	
P0C7V4		FAM90A15P	
A6NIJ5		FAM90A20P	
A8MWA6		FAM90A22P	
A8MXZ1		FAM90A23P	
P0C7X0		FAM90A24P	
D6RGX4		FAM90A26	
A6NEL3		FAM86C2P	
P0C866		LINC00869	
O94988		FAM13A	
Q8NDB6	; 	FAM156A; FAM156B	
P03951		F11	1XX9;1XXD;1XXF;1ZHM;1ZHP;1ZHR;1ZJD;1ZLR;1ZMJ;1ZML;1ZMN;1ZOM;1ZPB;1ZPC;1ZPZ;1ZRK;1ZSJ;1ZSK;1ZSL;1ZTJ;1ZTK;1ZTL;2F83;2FDA;2J8J;2J8L;3BG8;3SOR;3SOS;4CR5;4CR9;4CRA;4CRB;4CRC;4CRD;4CRE;4CRF;4CRG;4D76;4D7F;4D7G;4NA7;4NA8;4TY6;4TY7;4WXI;4X6M;4X6N;4X6O;4X6P;4Y8X;4Y8Y;4Y8Z;5E2O;5E2P;5EOD;5EOK;5EXL;5EXM;5EXN;5I25;5Q0D;5Q0E;5Q0F;5Q0G;5Q0H;5QCK;5QCL;5QCM;5QCN;5TKS;5TKT;5TKU;5WB6;6AOD;6C0S;
P00748		F12	4BDW;4BDX;4XDE;4XE4;6B74;6B77;
Q9Y421		FAM32A	
Q6ZT52		FAM43B	
Q5HY64		FAM47C	
A6NHR8		FAM47DP	
Q6ZV65		FAM47E	
Q9H0Q0		FAM49A	
Q9Y247		FAM50B	
Q6NSI3		FAM53A	
Q14153		FAM53B	
Q9NYF3		FAM53C	
Q8TBR7		FAM57A	
P12259		F5	1CZS;1CZT;1CZV;1FV4;1Y61;3P6Z;3P70;3S9C;
P0C841		FAM66E	
Q8IYT1		FAM71A	
Q8TC56		FAM71B	
Q8NEG0		FAM71C	
Q5TYM5		FAM72A	
H0Y354		FAM72C	
Q6L9T8		FAM72D	
Q8TAV0		FAM76A	
Q5HYJ3		FAM76B	
Q86UY5		FAM83A	4URJ;
Q9BQN1		FAM83C	
Q9H4H8		FAM83D	5E0L;5E0M;
Q8NEG4		FAM83F	
A6ND36		FAM83G	
Q6ZRV2		FAM83H	
Q96KN4		FAM84A	
Q96KN1		FAM84B	
Q96GI7		FAM89A	
Q9UBU6		FAM8A1	
Q52LJ0		FAM98B	
Q17RN3		FAM98C	
P00740		F9	1CFH;1CFI;1EDM;1IXA;1MGX;1NL0;1RFN;2WPH;2WPI;2WPJ;2WPK;2WPL;2WPM;3KCG;3LC3;3LC5;4WM0;4WMA;4WMB;4WMI;4WMK;4WN2;4WNH;4YZU;4Z0K;4ZAE;5EGM;5F84;5F85;5F86;5JB8;5JB9;5JBA;5JBB;5JBC;5TNO;5TNT;5VYG;
Q6GMR7		FAAH2	
P16930		FAH	
Q8NEC7		GSTCD	
Q9Y2Q3		GSTK1	1YZX;3RPN;3RPP;
P09488		GSTM1	1GTU;1XW6;1XWK;1YJ6;2F3M;
P09211		GSTP1	10GS;11GS;12GS;13GS;14GS;16GS;17GS;18GS;19GS;1AQV;1AQW;1AQX;1EOG;1EOH;1GSS;1KBN;1LBK;1MD3;1MD4;1PGT;1PX6;1PX7;1ZGN;20GS;22GS;2A2R;2A2S;2GSS;2J9H;2PGT;3CSH;3CSI;3CSJ;3DD3;3DGQ;3GSS;3GUS;3HJM;3HJO;3HKR;3IE3;3KM6;3KMN;3KMO;3N9J;3PGT;4GSS;4PGT;5DAK;5DAL;5DCG;5DDL;5DJL;5DJM;5GSS;5J41;5JCW;5L6X;5X79;6AP9;6GSS;7GSS;8GSS;9GSS;
Q8N9I5		FADS6	
Q9UJA9		ENPP5	5VEM;
O43768		ENSA	
P22413		ENPP1	2YS0;
O95800		GPR75	
P42566		EPS15	1C07;1EH2;1F8H;1FF1;2IV9;2JXC;4RH5;4RH9;4RHG;4S0G;5AWT;5AWU;5JP2;
P54756		EPHA5	2R2P;4ET7;
P19235		EPOR	1CN4;1EBA;1EBP;1EER;1ERN;2JIX;2MV6;4Y5V;4Y5X;4Y5Y;6E2Q;
Q14236		DIAPH2-AS1	
P01588		EPO	1BUY;1CN4;1EER;
Q9C0D9		SELENOI	
Q5JZY3		EPHA10	
Q8N954		GPATCH11	
P29323		EPHB2	1B4F;1F0M;2QBX;3ZFM;
Q9BRR8		GPATCH1	
Q9UKJ3		GPATCH8	
Q8TAY7		FAM110D	
Q9NRY5		FAM114A2	
O60443		GSDME	
Q9P2D6		FAM135A	
Q49AJ0		FAM135B	
C9JC47		FAM157A	
Q70Z53		FRA10AC1	
Q96MY7		FAM161B	
Q7Z309		FAM122B	
Q5T6X4		FAM162B	
Q96GL9		FAM163A	
O00757		FBP2	3IFA;3IFC;4HE0;4HE1;4HE2;5ET5;5ET6;5ET7;5ET8;5K54;5K55;5K56;5L0A;
A6NMN3		FAM170B	
A8MVW0		FAM171A2	
Q6P995		FAM171B	
Q9BQD7		FAM173A	
Q6P4H8		FAM173B	
P08263		GSTA1	1GSD;1GSE;1GSF;1GUH;1K3L;1K3O;1K3Y;1LBK;1PKW;1PKZ;1PL1;1PL2;1USB;1XWG;1YDK;2R3X;2R6K;3I69;3I6A;3IK9;3KTL;3L0H;3Q74;3U6V;3ZFB;3ZFL;4HJ2;5JCU;5LCZ;5LD0;6ATO;6ATP;6ATQ;6ATR;
Q8IVS2		MCAT	2C2N;
Q03013		GSTM4	4GTU;
P30711		GSTT1	2C3N;2C3Q;2C3T;
Q9H4S2		GSX1	
Q05397		PTK2	1K04;1K05;1MP8;1OW6;1OW7;1OW8;2ETM;2IJM;3B71;3BZ3;3PXK;3S9O;4EBV;4EBW;4GU6;4GU9;4I4E;4I4F;4K8A;4K9Y;4KAB;4KAO;4NY0;4Q9S;
Q71DI3	; ; 	HIST2H3A; HIST2H3C; HIST2H3D	2IIJ;2X4W;2X4X;2X4Y;3AV1;3DB3;3MO8;3QO2;3R93;4MZF;4MZG;4MZH;4OUC;5B0Y;5B0Z;5B40;5BO0;5CIU;5VAC;6FML;
Q9NW38		FANCL	3ZQS;4CCG;
Q92636		NSMAF	
Q9NYQ8		FAT2	
Q12805		EFEMP1	
P35556		FBN2	
P06734		FCER2	1HLI;1KJE;1T8C;1T8D;2H2R;2H2T;4EZM;4G96;4G9A;4GI0;4GJ0;4GJX;4GK1;4GKO;4J6J;4J6K;4J6L;4J6M;4J6N;4J6P;4J6Q;4KI1;5LGK;
P12319		FCER1A	1ALS;1ALT;1F2Q;1F6A;1J86;1J87;1J88;1J89;1RPQ;2Y7Q;
Q9NRD0		FBXO8	
Q6PIJ6		FBXO38	
Q96LA6		FCRL1	
Q96EF6		FBXO17	
Q5XUX1		FBXW9	
Q96PJ5		FCRL4	
Q8NEZ5		FBXO22	
Q96M78		FER1L6-AS2	
Q99679		GPR21	
Q99680		GPR22	
O75356		ENTPD5	
O75354		ENTPD6	
O14638		ENPP3	6C01;6C02;
Q9BY21		GPR87	
Q03828		EVX2	
Q01844		EWSR1	2CPE;
P30550		GRPR	
Q12849		GRSF1	2LMI;4QU6;4QU7;
Q5TC63		GRTP1	
Q9BQ67		GRWD1	
A4D1B5		GSAP	
Q9NRJ2		GSN-AS1	
Q8NHP7		EXD1	
O60645		EXOC3	
Q9UQ84		EXO1	3QE9;3QEA;3QEB;5UZV;5V04;5V05;5V06;5V07;5V08;5V09;5V0A;5V0B;5V0C;5V0D;5V0E;
Q16394		EXT1	
O15499		GSC2	
O95677		EYA4	
Q8TC76		FAM110B	
Q1W6H9		FAM110C	
Q8TAX9		GSDMB	5TIB;5TJ2;5TJ4;
Q5T8I3		FAM102B	
P57764		GSDMD	5NH1;5WQT;6AO4;
O95990		FAM107A	
Q15910		EZH2	2C6V;4MI0;4MI5;5GSA;5H14;5H15;5H17;5H19;5H24;5H25;5HYN;5IJ7;5IJ8;5LS6;5U5T;5U62;5WG6;5WUK;6C23;6C24;
P0CG42		FAM157B	
Q8NFI4		ST13P5	
Q96A26		FAM162A	
Q96GK7		FAHD2A	
Q6P2I3		FAHD2B	
Q96C92		ENTR1	
Q8IUS5		EPHX4	
Q7L775		EPM2AIP1	
Q9Y2D4		EXOC6B	
Q96A65		EXOC4	
O00471		EXOC5	
Q96B26		EXOSC8	2NN6;6D6Q;6D6R;6H25;
Q8TAG9		EXOC6	
Q9UPT5		EXOC7	
Q13868		EXOSC2	2NN6;6D6Q;6D6R;6H25;
Q9NPD3		EXOSC4	2NN6;6D6Q;6D6R;6H25;
Q9NQT4		EXOSC5	2NN6;6D6Q;6D6R;6H25;
P56915		GSC	2DMU;
Q5T1H1		EYS	
Q9H5Z6		FAM124B	
Q8IXS8		FAM126B	
Q969W3		FAM104A	
Q5XKR9		FAM104B	
Q4KMX7		FAM106A	
A5PLN7		FAM149A	
Q9C073		FAM117A	
Q86XD5		FAM131B	
Q14687		GSE1	
P50502		ST13	1UZS;
O75949		FAM155B	
Q96C01		FAM136A	
Q3B820		FAM161A	
Q96E09		FAM122A	
P05160		F13B	
Q8N612		FAM160A2	
P28161		GSTM2	1HNA;1HNB;1HNC;1XW5;1YKC;2AB6;2C4J;2GTU;3GTU;3GUR;5HWL;
P46439		GSTM5	
P0CG30		GSTT2B	1LJR;2LJR;3LJR;4MPG;
P15090		FABP4	1TOU;1TOW;2HNX;2NNQ;3FR2;3FR4;3FR5;3P6C;3P6D;3P6E;3P6F;3P6G;3P6H;3Q6L;3RZY;4NNS;4NNT;5D45;5D47;5D48;5D4A;5EDB;5EDC;5HZ6;5HZ8;5Y0F;5Y0G;5Y0X;5Y12;5Y13;6AYL;
P51161		FABP6	1O1U;1O1V;2MM3;5L8I;5L8N;5L8O;
O60667		FCMR	
Q8NB91		FANCB	
Q00597		FANCC	
Q9NPI8		FANCF	2IQC;
Q9NYY8		FASTKD2	
Q9BX63		BRIP1	1T15;1T29;3AL3;
Q8TC84		FANK1	
Q9H4M3		FBXO44	3WSO;5B4N;
Q8N531		FBXL6	
Q9UKT8		FBXW2	
Q9Y297		BTRC	1P22;2P64;
Q8WUP2		FBLIM1	2K9U;2W0P;4P3W;
P61550		ERVS71-1	
Q96P67		GPR82	
Q9H2F5		EPC1	
Q52LR7		EPC2	
Q9H6B9		EPHX3	
Q5NDL2		EOGT	
P09210		GSTA2	1AGS;2VCT;2WJU;4ACS;
Q16772		GSTA3	1TDI;2VCV;
O15217		GSTA4	1GUL;1GUM;3IK7;
P21266		GSTM3	3GTU;
P78417		GSTO1	1EEM;3LFL;3VLN;4IS0;4YQM;4YQU;4YQV;5UEH;5V3Q;5YVN;5YVO;
A0A1W2PR19		GSTT4	
Q01469		FABP5	1B56;1JJJ;4AZM;4AZR;4LKP;4LKT;5HZ5;5UR9;
O75844		ZMPSTE24	2YPT;4AW6;5SYT;6BH8;
Q9Y5Q0		FADS3	
Q9UNN5		FAF1	1H8C;2DZM;2EC4;3E21;3QC8;3QCA;3QQ8;3QWZ;3QX1;3R3M;
Q8IZP7		HS6ST3	
Q8TDW7		FAT3	
A8MUU1		FABP5P3	
O75426		FBXO24	
Q5FWF7		FBXO48	
Q5XX13		FBXW10	
Q6X9E4		FBXW12	
Q9UK97		FBXO9	
Q8N4B4		FBXO39	
Q9UK99		FBXO3	5HDW;
Q8TF61		FBXO41	
Q6P3S6		FBXO42	
Q96RJ6		FERD3L	
Q5JST6		EFHC2	2Z13;2Z14;
Q7Z2Z2		EFL1	5ANB;5ANC;
Q8WVE0		EEF1AKMT1	
Q8N6R0		EEF1AKNMT	5WCJ;
P20827		EFNA1	3CZU;3HEI;3MBW;
O43921		EFNA2	2WO3;
P52798		EFNA4	
P52803		EFNA5	2X11;3MX0;4BK5;4BKA;4L0P;4M4R;
O43281		EFS	
Q8TB36		GDAP1	
Q9NXN4		GDAP2	4UML;
P55107		GDF10	
P98073		TMPRSS15	4DGJ;
Q9BZJ8		GPR61	
P46095		GPR6	
O75355		ENTPD3	
Q49SQ1		GPR33	
Q9Y2T6		GPR55	
Q9BZJ6		GPR63	
P29317		EPHA2	1MQB;2E8N;2K9Y;2KSO;2X10;2X11;3C8X;3CZU;3FL7;3HEI;3HPN;3KKA;3MBW;3MX0;3SKJ;4P2K;4PDO;4TRL;5EK7;5I9U;5I9V;5I9W;5I9X;5I9Y;5I9Z;5IA0;5IA1;5IA2;5IA3;5IA4;5IA5;5NJZ;5NK0;5NK1;5NK2;5NK3;5NK4;5NK5;5NK6;5NK7;5NK8;5NK9;5NKA;5NKB;5NKC;5NKD;5NKE;5NKF;5NKG;5NKH;5NKI;5NZ9;6B9L;6F7M;6F7N;6FNF;6FNG;6FNH;
P58107		EPPK1	
Q13227		GPS2	2L5G;
Q9H201		EPN3	
Q14507		EDDM3A	
Q96L91		EP400	
A6NDY0		PABPN1L	
Q15375		EPHA7	2REI;3DKO;3H8M;3NRU;
P29322		EPHA8	1UCV;1X5L;3KUL;
P16452		EPB42	
Q86YR5		GPSM1	
O60427		FADS1	
O95864		FADS2	
Q5TGI0		FAXC	
Q14CZ7		FASTKD3	
Q7Z6M2		FBXO33	
Q8NCQ5		FBXO15	
Q96LA5		FCRL2	
Q96P31		FCRL3	
Q9Y324		FCF1	
O75636		FCN3	1LA5;2J5Z;2J60;2J64;
O94868		FCHSD2	2DL5;2DL7;6GBU;
Q5T0N5		FNBP1L	
Q96JP0		FEM1C	
Q9BRP7		FDXACB1	
Q99581		FEV	2YPR;3ZP5;
Q6ZNL6		FGD5	3MPX;
Q9C0D6		FHDC1	
O15520		FGF10	1NUN;
Q4L180		FILIP1L	
Q92562		FIG4	
P36980		CFHR2	3ZD1;5EA0;
Q92496		CFHR4	
Q6UW88		EPGN	5WB8;
B3EWF7		EPM2A	
Q9Y256		RCE1	
Q96PS1		FANCD2OS	
Q8WVX9		FAR1	
Q9BXW9		FANCD2	
Q92520		FAM3C	5LC2;
Q14296		FASTK	
Q9UBX5		FBLN5	
Q53RD9		FBLN7	
Q6ZVX7		NCCRP1	
Q8TB52		FBXO30	2YRE;
Q01362		MS4A2	
Q9UKT7		FBXL3	4I6J;
Q4G163		FBXO43	
Q9UKA1		FBXL5	3U9J;3U9M;3V5X;3V5Y;3V5Z;
Q7L513		FCRLA	4HWN;
Q86WN1		FCHSD1	
P08637		FCGR3A	3AY4;3SGJ;3SGK;3WN5;5BW7;5D6D;5ML9;5MN2;5VU0;5XJE;5XJF;5YC5;
O75015		FCGR3B	1E4J;1E4K;1FNL;1T83;1T89;6EAQ;
Q9Y6R7		FCGBP	
P55899		FCGRT	1EXU;3M17;3M1B;4K71;4N0F;4N0U;5BJT;5BXF;5WHK;6C97;6C98;6C99;6FGB;
P22607		FGFR3	1RY7;2LZL;4K33;
P05230		FGF1	1AXM;1DJS;1DZC;1DZD;1E0O;1EVT;1HKN;1JQZ;1JT3;1JT4;1JT5;1JT7;1JTC;1JY0;1K5U;1K5V;1M16;1NZK;1P63;1PZZ;1Q03;1Q04;1QCT;1RG8;1RML;1RY7;1YTO;1Z2V;1Z4S;2AFG;2AQZ;2AXM;2ERM;2HW9;2HWA;2HWM;2HZ9;2K43;2K4A;2K8R;2KI4;2KI6;2NTD;2Q9X;2RQ9;3B9U;3BA4;3BA5;3BA7;3BAD;3BAG;3BAH;3BAO;3BAQ;3BAU;3BAV;3BB2;3CQA;3CRG;3CRH;3CRI;3CU1;3FGM;3FJ8;3FJ9;3FJA;3FJB;3FJC;3FJD;3FJE;3FJF;3FJH;3FJI;3FJJ;3FJK;3HOM;3JUT;3K1X;3O3Q;3OJ2;3OJM;3OJV;3UD7;3UD8;3UD9;3UDA;4J23;4Q91;4Q9G;4Q9P;4QAL;4QBC;4QBV;4QC4;4QO3;4XKI;4YOL;
O14843		FFAR3	
Q5NUL3		FFAR4	
Q9NSA1		FGF21	5VAQ;
Q9BXU8		FTHL17	
P98174		FGD1	
P0C7X4		FTH1P19	
P02679		FGG	1DUG;1FIB;1FIC;1FID;1FZA;1FZB;1FZC;1FZE;1FZF;1FZG;1LT9;1LTJ;1N86;1N8E;1RE3;1RE4;1RF0;1RF1;2A45;2FFD;2FIB;2H43;2HLO;2HOD;2HPC;2HWL;2OYH;2OYI;2Q9I;2VDO;2VDP;2VDQ;2VDR;2VR3;2XNX;2XNY;2Y7L;2Z4E;3BVH;3E1I;3FIB;3GHG;3H32;3HUS;4B60;
Q92913		FGF13	3HBW;4DCK;4JPZ;
O43320		FGF16	
Q6PIW4		FIGNL1	3D8B;
A6NMB9		FIGNL2	
Q96AY3		FKBP10	
Q15007		WTAP	
Q9NWM8		FKBP14	4DIP;4MSP;
Q9HC97		GPR35	
Q8IYW4		ENTHD1	
P16422		EPCAM	4MZV;
Q9Y6I3		EPN1	1INZ;1KYD;
P54764		EPHA4	2LW8;2WO1;2WO2;2WO3;3CKH;3GXU;4BK4;4BK5;4BKA;4BKF;4M4P;4M4R;4W4Z;4W50;5JR2;
Q9BZM3		GSX2	
Q9NVQ4		FAIM	2KW1;3MX7;
Q8IZT9		FAM9C	
Q14289		PTK2B	2FO6;2LK4;3CC6;3ET7;3FZO;3FZP;3FZR;3FZS;3FZT;3GM1;3GM2;3GM3;3H3C;3U3F;4EKU;4H1J;4H1M;4R32;4XEF;4XEK;4XEV;5TO8;5TOB;
Q8TES7		FBF1	
Q6V0I7		FAT4	
Q8TCJ0		FBXO25	
Q9UJT9		FBXL7	
Q5MNV8		FBXO47	
Q96CD0		FBXL8	
P35555		FBN1	1APJ;1EMN;1EMO;1LMJ;1UZJ;1UZK;1UZP;1UZQ;2M74;2W86;5MS9;
O14526		FCHO1	
Q9Y3I1		FBXO7	4L9C;4L9H;
Q8N3Y1		FBXW8	
Q8IX29		FBXO16	
Q9UKA2		FBXL4	
Q96RD9		FCRL5	
P12318		FCGR2A	1FCG;1H9V;3D5O;3RY4;3RY5;3RY6;
P31995		FCGR2C	3WJL;
A6NFH5		FABP12	
Q9BSK4		FEM1A	
P02765		AHSG	
A0PJY2		FEZF1	
Q9UGM5		FETUB	
O76093		FGF18	4CJM;
Q8TBJ5		FEZF2	
O95750		FGF19	1PWA;2P23;
P21781		FGF7	
P55075		FGF8	2FDB;
Q14314		FGL2	
Q14512		FGFBP1	
O76096		CST7	2CH9;
Q8N465		D2HGDH	
Q9NRG7		SDR39U1	4B4O;
Q9UJU6		DBNL	1X67;
Q13409		DYNC1I2	5JPW;6F1T;6F1U;6F1Z;6F38;6F3A;
Q9NR90		DAZ3	
Q66K64		DCAF15	
Q8WV16		DCAF4	3I8C;
Q05329		GAD2	1ES0;2OKK;
Q9H773		DCTPP1	
P32321		DCTD	2W4L;
Q14203		DCTN1	1TXQ;2COY;2HKN;2HKQ;2HL3;2HL5;2HQH;3E2U;3TQ7;
Q5T197		DCST1	
Q5T1A1		DCST2	
Q9H295		DCSTAMP	
Q96C86		DCPS	1ST0;1ST4;1XML;1XMM;3BL7;3BL9;3BLA;4QDE;4QDV;4QEB;5OSY;
Q9UJW0		DCTN4	
Q9BTE1		DCTN5	5NW4;
P59666		DEFA3	1DFN;1ZMH;1ZMI;1ZMK;2PM4;2PM5;
Q5H9U9		DDX60L	
O43583		DENR	5ONS;5VYC;6MS4;
Q15054		POLD3	1U76;2N1G;3E0J;
Q06278		AOX1	4UHW;4UHX;5EPG;
P20073		ANXA7	
O15084		ANKRD28	
P27338		MAOB	1GOS;1H8R;1OJ9;1OJA;1OJC;1OJD;1S2Q;1S2Y;1S3B;1S3E;2BK3;2BK4;2BK5;2BYB;2C64;2C65;2C66;2C67;2C70;2C72;2C73;2C75;2C76;2V5Z;2V60;2V61;2VRL;2VRM;2VZ2;2XCG;2XFN;2XFO;2XFP;2XFQ;2XFU;3PO7;3ZYX;4A79;4A7A;4CRT;5MRL;6FVZ;6FW0;6FWC;
Q92624		APPBP2	
P53677		AP3M2	
O94778		AQP8	
P18085		ARF4	1Z6X;
Q9BZP6		CHIA	2YBT;2YBU;3FXY;3FY1;3RM4;3RM8;3RM9;3RME;
Q9BWS9		CHID1	3BXW;
P15882		CHN1	2OSA;3CXL;
P52757		CHN2	1XA6;
Q9UNE7		STUB1	4KBQ;
Q13231		CHIT1	1GUV;1HKI;1HKJ;1HKK;1HKM;1LG1;1LG2;1LQ0;1WAW;1WB0;4WJX;4WK9;4WKA;4WKF;4WKH;5HBF;5NR8;5NRA;5NRF;
O14757		CHEK1	1IA8;1NVQ;1NVR;1NVS;1ZLT;1ZYS;2AYP;2BR1;2BRB;2BRG;2BRH;2BRM;2BRN;2BRO;2C3J;2C3K;2C3L;2CGU;2CGV;2CGW;2CGX;2E9N;2E9O;2E9P;2E9U;2E9V;2GDO;2GHG;2HOG;2HXL;2HXQ;2HY0;2QHM;2QHN;2R0U;2WMQ;2WMR;2WMS;2WMT;2WMU;2WMV;2WMW;2WMX;2X8D;2X8E;2X8I;2XEY;2XEZ;2XF0;2YDI;2YDJ;2YDK;2YER;2YEX;2YM3;2YM4;2YM5;2YM6;2YM7;2YM8;2YWP;3F9N;3JVR;3JVS;3NLB;3OT3;3OT8;3PA3;3PA4;3PA5;3TKH;3TKI;3U9N;4FSM;4FSN;4FSQ;4FSR;4FST;4FSU;4FSW;4FSY;4FSZ;4FT0;4FT3;4FT5;4FT7;4FT9;4FTA;4FTC;4FTI;4FTJ;4FTK;4FTL;4FTM;4FTN;4FTO;4FTQ;4FTR;4FTT;4FTU;4GH2;4HYH;4HYI;4JIK;4QYE;4QYF;4QYG;4QYH;4RVK;4RVL;4RVM;5DLS;5F4N;5OOP;5OOR;5OOT;5OP2;5OP4;5OP5;5OP7;5OPB;5OPR;5OPS;5OPU;5OPV;5OQ5;5OQ6;5OQ7;5OQ8;5WI2;6FC8;6FCF;6FCK;
Q9HD42		CHMP1A	2JQ9;2YMB;4A5X;
Q9BY43		CHMP4A	3C3O;5MK1;
